"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"1400000US17031825503","Census Tract 8255.03, Cook County, Illinois","56250","9506",
"1400000US17031825504","Census Tract 8255.04, Cook County, Illinois","51875","17084",
"1400000US17031825505","Census Tract 8255.05, Cook County, Illinois","56509","6054",
"1400000US17031825600","Census Tract 8256, Cook County, Illinois","48967","10027",
"1400000US17031825700","Census Tract 8257, Cook County, Illinois","46394","8844",
"1400000US17031825801","Census Tract 8258.01, Cook County, Illinois","44470","6449",
"1400000US17031825802","Census Tract 8258.02, Cook County, Illinois","46627","10156",
"1400000US17031825803","Census Tract 8258.03, Cook County, Illinois","51217","7065",
"1400000US17031825900","Census Tract 8259, Cook County, Illinois","50761","9263",
"1400000US17031826000","Census Tract 8260, Cook County, Illinois","45833","13795",
"1400000US17031826100","Census Tract 8261, Cook County, Illinois","41792","12152",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","34808","7444",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","39852","10268",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","54347","10351",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","51186","5556",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","35799","6857",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","53229","16590",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","55753","10048",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","40258","7155",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","39266","6531",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","34510","10819",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","47602","7989",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","30292","7305",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","29211","8214",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","28763","5260",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","27667","7655",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","44068","6081",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","22500","4470",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","22561","6581",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","39179","12901",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","37654","5369",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","42939","9037",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","60379","7005",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","73409","23785",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","71563","26847",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","59427","15140",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","83125","7810",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","53288","9760",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","46250","10257",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","51967","3919",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","54245","13651",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","63750","10473",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","63418","8659",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","71336","6585",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","52381","8515",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","37514","3807",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","44375","15807",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","58214","6517",
"1400000US17031828506","Census Tract 8285.06, Cook County, Illinois","56471","7619",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","81832","10751",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","93000","8144",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","76875","13950",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","52600","16188",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","96373","6597",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","73510","9997",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","53315","15343",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","21192","6230",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","30862","3968",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","46875","8656",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","75708","13263",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","32000","16401",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","30091","4053",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","41578","5268",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","41138","7988",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","53911","14037",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","40432","6649",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","103417","14323",
"1400000US17031829901","Census Tract 8299.01, Cook County, Illinois","79772","12267",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","76409","12394",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","47250","9109",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","96379","10388",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","88003","12103",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","97000","15467",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","56009","8071",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","47466","13224",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","85156","14563",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","76548","14238",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","59662","10651",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","87901","11629",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","38043","9532",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","53920","5988",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","37917","11629",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","47227","6334",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","55236","9106",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","79405","9370",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","102246","7720",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","149722","34449",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","60540","8107",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","39180","7952",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","46333","8351",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","33776","5769",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","58798","9385",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","47042","13780",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","62130","6744",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","55368","12696",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","131500","24994",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","121500","19764",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","76193","12398",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","109701","15154",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","120052","16711",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","100972","21308",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","148802","22243",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","152328","10725",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","63527","26048",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","151028","19515",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","132391","24337",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","56136","10045",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","32237","11092",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","45822","8850",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","65459","11167",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","42517","17064",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","55341","19639",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","32756","5294",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","27631","8901",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","23125","5887",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","18636","8743",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","17522","4709",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","27849","3602",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","41938","5769",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","50900","8833",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","23922","2847",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","23571","2840",
"1400000US17031835700","Census Tract 8357, Cook County, Illinois","49880","19573",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","66944","28445",
"1400000US17031835900","Census Tract 8359, Cook County, Illinois","20139","7256",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","65463","13056",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","25451","4288",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","-","**",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","52440","10798",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","27210","8802",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","45930","12264",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","48313","9428",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","30783","3366",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","12905","4045",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","27904","6553",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","32083","19530",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","21507","3680",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","27656","12604",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","39231","10852",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","59915","10037",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","26971","18071",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","15755","4440",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","61458","11054",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","95139","16993",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","16829","2757",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","25701","5360",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","27160","3923",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","105094","24829",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","101000","13453",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","35707","8204",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","19950","9409",
"1400000US17031839600","Census Tract 8396, Cook County, Illinois","32401","8636",
"1400000US17031839700","Census Tract 8397, Cook County, Illinois","58974","13446",
"1400000US17031839800","Census Tract 8398, Cook County, Illinois","60590","11435",
"1400000US17031839900","Census Tract 8399, Cook County, Illinois","64912","6169",
"1400000US17031840000","Census Tract 8400, Cook County, Illinois","85143","11202",
"1400000US17031840100","Census Tract 8401, Cook County, Illinois","50469","9529",
"1400000US17031840200","Census Tract 8402, Cook County, Illinois","61806","13022",
"1400000US17031840300","Census Tract 8403, Cook County, Illinois","50607","8141",
"1400000US17031840400","Census Tract 8404, Cook County, Illinois","44550","20351",
"1400000US17031840700","Census Tract 8407, Cook County, Illinois","43207","6209",
"1400000US17031840800","Census Tract 8408, Cook County, Illinois","34773","9613",
"1400000US17031841000","Census Tract 8410, Cook County, Illinois","98320","14100",
"1400000US17031841100","Census Tract 8411, Cook County, Illinois","35723","6986",
"1400000US17031841200","Census Tract 8412, Cook County, Illinois","45700","9498",
"1400000US17031841300","Census Tract 8413, Cook County, Illinois","54275","10752",
"1400000US17031841400","Census Tract 8414, Cook County, Illinois","43145","30049",
"1400000US17031841500","Census Tract 8415, Cook County, Illinois","31944","4529",
"1400000US17031841600","Census Tract 8416, Cook County, Illinois","24848","17705",
"1400000US17031841700","Census Tract 8417, Cook County, Illinois","18810","2674",
"1400000US17031841800","Census Tract 8418, Cook County, Illinois","37176","9917",
"1400000US17031841900","Census Tract 8419, Cook County, Illinois","114350","15074",
"1400000US17031842000","Census Tract 8420, Cook County, Illinois","99583","19016",
"1400000US17031842100","Census Tract 8421, Cook County, Illinois","38603","4639",
"1400000US17031842200","Census Tract 8422, Cook County, Illinois","86250","14943",
"1400000US17031842300","Census Tract 8423, Cook County, Illinois","142550","31122",
"1400000US17031842400","Census Tract 8424, Cook County, Illinois","47669","11201",
"1400000US17031842500","Census Tract 8425, Cook County, Illinois","11146","10196",
"1400000US17031842600","Census Tract 8426, Cook County, Illinois","76616","10076",
"1400000US17031842800","Census Tract 8428, Cook County, Illinois","36439","5711",
"1400000US17031842900","Census Tract 8429, Cook County, Illinois","20068","5870",
"1400000US17031843000","Census Tract 8430, Cook County, Illinois","19792","10679",
"1400000US17031843100","Census Tract 8431, Cook County, Illinois","22566","10578",
"1400000US17031843200","Census Tract 8432, Cook County, Illinois","49451","6743",
"1400000US17031843300","Census Tract 8433, Cook County, Illinois","50486","32708",
"1400000US17031843400","Census Tract 8434, Cook County, Illinois","29028","6228",
"1400000US17031843500","Census Tract 8435, Cook County, Illinois","29375","6512",
"1400000US17031843600","Census Tract 8436, Cook County, Illinois","39167","9318",
"1400000US17031843700","Census Tract 8437, Cook County, Illinois","114886","34534",
"1400000US17031843800","Census Tract 8438, Cook County, Illinois","36042","15294",
"1400000US17031843900","Census Tract 8439, Cook County, Illinois","33028","6087",
"1400000US17031980000","Census Tract 9800, Cook County, Illinois","-","**",
"1400000US17031980100","Census Tract 9801, Cook County, Illinois","-","**",
"1400000US17031990000","Census Tract 9900, Cook County, Illinois","-","**",
